440.000000,17193.798828
440.500000,17182.423828
441.000000,17180.332031
441.500000,17182.832031
442.000000,17186.417969
442.500000,17189.984375
443.000000,17194.835938
443.500000,17201.906250
444.000000,17212.039062
444.500000,17225.353516
445.000000,17245.087891
445.500000,17275.097656
446.000000,17319.111328
446.500000,17374.652344
447.000000,17435.718750
447.500000,17493.744141
448.000000,17539.748047
448.500000,17569.099609
449.000000,17586.335938
449.500000,17591.806641
450.000000,17588.632812
450.500000,17572.457031
451.000000,17541.619141
451.500000,17495.925781
452.000000,17438.691406
452.500000,17375.966797
453.000000,17312.824219
453.500000,17250.894531
454.000000,17187.441406
454.500000,17120.128906
455.000000,17047.712891
455.500000,16973.853516
456.000000,16905.492188
456.500000,16847.244141
457.000000,16800.466797
457.500000,16764.107422
458.000000,16733.652344
458.500000,16705.324219
459.000000,16676.212891
459.500000,16645.291016
460.000000,16612.931641
460.500000,16579.847656
461.000000,16547.910156
461.500000,16519.583984
462.000000,16496.832031
462.500000,16480.070312
463.000000,16469.080078
463.500000,16460.695312
464.000000,16451.662109
464.500000,16440.337891
465.000000,16425.656250
465.500000,16408.119141
466.000000,16387.591797
466.500000,16364.523438
467.000000,16339.787109
467.500000,16314.941406
468.000000,16292.107422
468.500000,16274.141602
469.000000,16260.486328
469.500000,16248.906250
470.000000,16236.004883
470.500000,16218.947266
471.000000,16197.345703
471.500000,16173.315430
472.000000,16150.113281
472.500000,16129.337891
473.000000,16111.180664
473.500000,16094.007812
474.000000,16076.404297
474.500000,16058.913086
475.000000,16043.922852
475.500000,16033.524414
476.000000,16029.632812
476.500000,16031.767578
477.000000,16036.139648
477.500000,16038.125977
478.000000,16034.346680
478.500000,16020.978516
479.000000,15999.010742
479.500000,15970.064453
480.000000,15940.043945
480.500000,15913.619141
481.000000,15893.563477
481.500000,15880.475586
482.000000,15871.727539
482.500000,15861.871094
483.000000,15846.925781
483.500000,15826.408203
484.000000,15800.307617
484.500000,15772.191406
485.000000,15744.520508
485.500000,15717.881836
486.000000,15691.714844
486.500000,15665.194336
487.000000,15638.170898
487.500000,15611.687500
488.000000,15586.761719
488.500000,15564.264648
489.000000,15543.715820
489.500000,15525.440430
490.000000,15510.000977
490.500000,15499.401367
491.000000,15494.774414
491.500000,15496.331055
492.000000,15502.678711
492.500000,15510.156250
493.000000,15514.686523
493.500000,15515.000977
494.000000,15510.172852
494.500000,15502.160156
495.000000,15492.016602
495.500000,15480.901367
496.000000,15469.218750
496.500000,15457.201172
497.000000,15445.306641
497.500000,15434.147461
498.000000,15423.936523
498.500000,15414.167969
499.000000,15403.967773
499.500000,15392.886719
500.000000,15381.549805
500.500000,15371.593750
501.000000,15364.730469
501.500000,15360.761719
502.000000,15357.793945
502.500000,15352.595703
503.000000,15340.816406
503.500000,15320.794922
504.000000,15292.378906
504.500000,15260.557617
505.000000,15230.140625
505.500000,15205.825195
506.000000,15192.222656
506.500000,15191.242188
507.000000,15200.100586
507.500000,15216.821289
508.000000,15237.092773
508.500000,15257.702148
509.000000,15275.407227
509.500000,15287.531250
510.000000,15294.194336
510.500000,15295.653320
511.000000,15294.157227
511.500000,15293.371094
512.000000,15298.322266
512.500000,15311.073242
513.000000,15333.226562
513.500000,15361.070312
514.000000,15390.720703
514.500000,15416.624023
515.000000,15435.330078
515.500000,15448.532227
516.000000,15459.877930
516.500000,15474.077148
517.000000,15494.750000
517.500000,15524.093750
518.000000,15558.056641
518.500000,15593.628906
519.000000,15627.494141
519.500000,15657.096680
520.000000,15681.687500
520.500000,15700.675781
521.000000,15714.360352
521.500000,15723.076172
522.000000,15727.480469
522.500000,15729.838867
523.000000,15732.853516
523.500000,15738.036133
524.000000,15745.053711
524.500000,15751.357422
525.000000,15753.588867
525.500000,15749.817383
526.000000,15741.066406
526.500000,15731.872070
527.000000,15726.691406
527.500000,15728.799805
528.000000,15736.493164
528.500000,15745.594727
529.000000,15749.535156
529.500000,15743.756836
530.000000,15729.528320
530.500000,15709.939453
531.000000,15689.936523
531.500000,15673.153320
532.000000,15658.565430
532.500000,15641.941406
533.000000,15617.662109
533.500000,15584.444336
534.000000,15541.481445
534.500000,15495.148438
535.000000,15452.875977
535.500000,15419.395508
536.000000,15396.973633
536.500000,15384.867188
537.000000,15378.841797
537.500000,15374.135742
538.000000,15367.343750
538.500000,15357.181641
539.000000,15345.663086
539.500000,15336.204102
540.000000,15332.977539
540.500000,15338.926758
541.000000,15352.958984
541.500000,15371.154297
542.000000,15388.209961
542.500000,15399.370117
543.000000,15399.786133
543.500000,15393.957031
544.000000,15386.633789
544.500000,15383.222656
545.000000,15387.573242
545.500000,15399.077148
546.000000,15413.424805
546.500000,15425.215820
547.000000,15432.315430
547.500000,15435.183594
548.000000,15437.822266
548.500000,15445.511719
549.000000,15460.442383
549.500000,15482.238281
550.000000,15507.713867
550.500000,15534.553711
551.000000,15561.925781
551.500000,15591.083984
552.000000,15624.539062
552.500000,15661.819336
553.000000,15701.019531
553.500000,15738.129883
554.000000,15768.489258
554.500000,15790.566406
555.000000,15804.915039
555.500000,15814.934570
556.000000,15822.645508
556.500000,15828.118164
557.000000,15830.260742
557.500000,15826.465820
558.000000,15818.047852
558.500000,15807.792969
559.000000,15799.572266
559.500000,15796.416992
560.000000,15798.087891
560.500000,15802.266602
561.000000,15805.598633
561.500000,15807.321289
562.000000,15809.264648
562.500000,15814.224609
563.000000,15825.321289
563.500000,15840.796875
564.000000,15855.678711
564.500000,15864.403320
565.000000,15862.168945
565.500000,15847.918945
566.000000,15822.763672
566.500000,15787.791016
